ano,turno,tipo_eleicao,sigla_uf,id_municipio,id_municipio_tse,cargo,numero_partido,sigla_partido,numero_candidato,sequencial_candidato,id_candidato_bd,resultado,votos
2022,1,eleicao ordinaria,SP,3518206,64653,presidente,16,PSTU,16,280001607831,27173,nao eleito,2
2022,1,eleicao ordinaria,SP,3518305,64670,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3518404,64696,presidente,16,PSTU,16,280001607831,27173,nao eleito,16
2022,1,eleicao ordinaria,SP,3518503,64718,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3518602,64734,presidente,16,PSTU,16,280001607831,27173,nao eleito,7
2022,1,eleicao ordinaria,SP,3518701,64750,presidente,16,PSTU,16,280001607831,27173,nao eleito,39
2022,1,eleicao ordinaria,SP,3518800,64777,presidente,16,PSTU,16,280001607831,27173,nao eleito,207
2022,1,eleicao ordinaria,SP,3518859,61107,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3518909,64793,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3519006,64815,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3519055,61743,presidente,16,PSTU,16,280001607831,27173,nao eleito,4
2022,1,eleicao ordinaria,SP,3519071,61727,presidente,16,PSTU,16,280001607831,27173,nao eleito,30
2022,1,eleicao ordinaria,SP,3519105,64831,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3519204,64858,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3519253,61085,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3519303,64874,presidente,16,PSTU,16,280001607831,27173,nao eleito,5
2022,1,eleicao ordinaria,SP,3519402,64890,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3519501,64912,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3519600,64939,presidente,16,PSTU,16,280001607831,27173,nao eleito,4
2022,1,eleicao ordinaria,SP,3519709,64955,presidente,16,PSTU,16,280001607831,27173,nao eleito,13
2022,1,eleicao ordinaria,SP,3519808,64971,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3519907,64998,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3520004,65013,presidente,16,PSTU,16,280001607831,27173,nao eleito,2
2022,1,eleicao ordinaria,SP,3520103,65030,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3520202,65056,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3520301,65072,presidente,16,PSTU,16,280001607831,27173,nao eleito,4
2022,1,eleicao ordinaria,SP,3520400,65099,presidente,16,PSTU,16,280001607831,27173,nao eleito,6
2022,1,eleicao ordinaria,SP,3520426,62006,presidente,16,PSTU,16,280001607831,27173,nao eleito,2
2022,1,eleicao ordinaria,SP,3520442,61204,presidente,16,PSTU,16,280001607831,27173,nao eleito,2
